Date,sentiment_score
2016-04-10,-3.1571999999999996
2016-04-11,-2.0177
2016-04-12,-2.2946
2016-04-13,0.0
2016-04-14,0.3798
2016-04-15,-2.9955
2016-04-16,-1.1276000000000002
2016-04-17,-3.2905999999999995
2016-04-18,0.9502
2016-04-19,-0.7684
2016-04-20,1.5934000000000001
2016-04-21,-1.8931000000000002
2016-04-22,-0.05160000000000009
2016-04-23,-1.8438999999999999
2016-04-24,-0.7395
2016-04-25,-1.6018000000000001
2016-04-26,-2.6442
2016-04-27,-3.4692000000000003
2016-04-28,-3.8618
2016-04-29,1.3361
2016-04-30,-1.7769000000000001
2016-05-01,-2.7727000000000004
2016-05-02,-0.8983999999999999
2016-05-03,-0.1055
2016-05-04,-2.6909
2016-05-05,-2.8329000000000004
2016-05-06,-5.9778
2016-05-07,-2.1252999999999997
2016-05-08,-3.439
2016-05-09,-1.0649
2016-05-10,1.0466000000000002
2016-05-11,-2.7604
2016-05-12,-4.4700999999999995
2016-05-13,-2.2699000000000003
2016-05-14,-3.2085
2016-05-15,-1.1459000000000001
2016-05-16,1.4194
2016-05-17,-1.5404000000000004
2016-05-18,0.6799000000000002
2016-05-19,-0.2790000000000002
2016-05-20,-0.5641
2016-05-21,-0.15739999999999993
2016-05-22,-5.1762999999999995
2016-05-23,-1.8851
2016-05-24,-4.034
2016-05-25,-3.2359000000000004
2016-05-26,0.5837999999999997
2016-05-27,-6.4648
2016-05-28,-3.2738
2016-05-29,-1.4385999999999997
2016-05-30,-2.4029000000000003
2016-05-31,-2.0514
2016-06-01,-2.0408000000000004
2016-06-02,-3.5664000000000002
2016-06-03,-3.0938
2016-06-04,-1.1558
2016-06-05,-1.1736
2016-06-06,-1.4167
2016-06-07,-2.3179999999999996
2016-06-08,-2.597
2016-06-09,0.9374999999999998
2016-06-10,-2.3319
2016-06-11,-1.7336
2016-06-12,-3.3481
2016-06-13,-3.8200000000000003
2016-06-14,-2.9265
2016-06-15,-3.3222000000000005
2016-06-16,-3.0039
2016-06-17,-2.0271
2016-06-18,-3.3987000000000003
2016-06-19,-3.5862999999999996
2016-06-20,-2.4209000000000005
2016-06-21,-2.2404
2016-06-22,-0.5692
2016-06-23,-0.09990000000000038
2016-06-24,-1.8253
2016-06-25,-1.419
2016-06-26,-1.4009000000000003
2016-06-27,0.2151000000000003
2016-06-28,-4.055000000000001
2016-06-29,-6.5372
2016-06-30,-1.7604
2016-07-01,-0.9756000000000002
2016-07-02,-5.083200000000001
2016-07-03,-5.1151
2016-07-04,-4.391399999999999
2016-07-05,-2.1361
2016-07-06,-5.6402
2016-07-07,-0.5029
2016-07-08,-7.298600000000001
2016-07-09,-2.6547
2016-07-10,-4.188
2016-07-11,-2.5321999999999996
2016-07-12,-2.3138000000000005
2016-07-13,-0.5242
2016-07-14,-2.2682
2016-07-15,-3.6435000000000004
2016-07-16,-3.8417999999999997
2016-07-17,-3.5771
2016-07-18,-2.6255
2016-07-19,-0.6473000000000002
2016-07-20,-1.5371000000000004
2016-07-21,-0.6361000000000001
2016-07-22,-3.1123
2016-07-23,0.235
2016-07-24,-3.6083000000000003
2016-07-25,-2.3071
2016-07-26,-2.1725
2016-07-27,-2.0845999999999996
2016-07-28,-0.4453999999999999
2016-07-29,-5.041799999999999
2016-07-30,-2.2539
2016-07-31,-4.9973
2016-08-01,-4.4807999999999995
2016-08-02,-0.7405000000000002
2016-08-03,-1.8346999999999998
2016-08-04,0.39129999999999976
2016-08-05,-2.8292
2016-08-06,-3.0716
2016-08-07,-0.2842
2016-08-08,-2.9304
2016-08-09,-1.1592
2016-08-10,-2.6347000000000005
2016-08-11,-1.7127000000000003
2016-08-12,-2.4778000000000002
2016-08-13,0.5378999999999998
2016-08-14,-3.2119999999999997
2016-08-15,-4.408600000000002
2016-08-16,-5.630500000000001
2016-08-17,0.8146000000000002
2016-08-18,-1.533
2016-08-19,-4.7164
2016-08-20,-0.8015999999999999
2016-08-21,-0.5909
2016-08-22,0.12269999999999992
2016-08-23,-2.2032
2016-08-24,-3.3038000000000003
2016-08-25,-5.7098
2016-08-26,-5.210100000000001
2016-08-27,-1.2843999999999998
2016-08-28,-1.1827
2016-08-29,-2.1786
2016-08-30,-3.4096
2016-08-31,-2.2298000000000004
2016-09-01,-0.22299999999999998
2016-09-02,0.19429999999999997
2016-09-03,-2.779
2016-09-04,-1.3033
2016-09-05,0.4071999999999999
2016-09-06,-5.0074000000000005
2016-09-07,-2.7053999999999996
2016-09-08,-2.2967000000000004
2016-09-09,-2.5775
2016-09-10,-1.762
2016-09-11,1.0717
2016-09-12,-1.0701
2016-09-13,0.8551000000000002
2016-09-14,-0.3069999999999999
2016-09-15,-4.0634999999999994
2016-09-16,-2.6959
2016-09-17,-1.3783000000000003
2016-09-18,-1.0959999999999996
2016-09-19,-6.214699999999999
2016-09-20,-3.5083
2016-09-21,-2.8415
2016-09-22,-3.5619000000000005
2016-09-23,-2.5594
2016-09-24,-3.0683000000000002
2016-09-25,-2.1069999999999998
2016-09-26,-6.1501
2016-09-27,-1.3611
2016-09-28,-2.8141999999999996
2016-09-29,-3.9325000000000006
2016-09-30,-4.951199999999999
2016-10-01,2.9974
2016-10-02,-0.5382
2016-10-03,-5.245000000000001
2016-10-04,0.9067
2016-10-05,0.6438999999999999
2016-10-06,-3.6491
2016-10-07,-7.9064
2016-10-08,-4.2033
2016-10-09,-2.5225
2016-10-10,-3.663
2016-10-11,-2.9443999999999995
2016-10-12,-3.8003
2016-10-13,-1.0846999999999998
2016-10-14,-4.9905
2016-10-15,-1.9833
2016-10-16,-1.7098999999999998
2016-10-17,-2.1389999999999993
2016-10-18,-3.3544999999999994
2016-10-19,1.9125999999999999
2016-10-20,0.4526000000000003
2016-10-21,-2.7862999999999998
2016-10-22,-2.8850000000000007
2016-10-23,1.5652000000000001
2016-10-24,-0.011400000000000021
2016-10-25,-2.8233000000000006
2016-10-26,-3.6829
2016-10-27,-0.4516999999999999
2016-10-28,-3.0957000000000003
2016-10-29,-0.9239000000000002
2016-10-30,-0.7394000000000001
2016-10-31,-3.7834000000000003
2016-11-01,-1.3458999999999999
2016-11-02,-1.9630999999999998
2016-11-03,-2.3953
2016-11-04,0.6650000000000003
2016-11-05,-2.0855
2016-11-06,-0.6341000000000001
2016-11-07,-1.6287
2016-11-08,-0.7093999999999998
2016-11-09,1.2809
2016-11-10,1.8624999999999996
2016-11-11,-3.3249
2016-11-12,-1.9982000000000002
2016-11-13,-1.9086999999999996
2016-11-14,-0.18190000000000034
2016-11-15,-0.15170000000000006
2016-11-16,-1.5853
2016-11-17,2.7341000000000006
2016-11-18,-1.7390999999999994
2016-11-19,-0.7557999999999999
2016-11-20,-2.9755000000000007
2016-11-21,-2.2294
2016-11-22,2.1418
2016-11-23,2.6924000000000006
2016-11-24,-0.4916000000000001
2016-11-25,-1.8703999999999996
2016-11-26,-2.2468000000000004
2016-11-27,-3.9770999999999996
2016-11-28,-7.045800000000001
2016-11-29,-0.7784000000000001
2016-11-30,-3.8256
2016-12-01,-3.2747
2016-12-02,-0.8053000000000003
2016-12-03,-2.7938
2016-12-04,-3.0745000000000005
2016-12-05,-0.9311999999999999
2016-12-06,-3.2303
2016-12-07,-2.5313
2016-12-08,-4.482500000000001
2016-12-09,-3.5511999999999997
2016-12-10,0.6341999999999999
2016-12-11,-0.20979999999999965
2016-12-12,-3.5516
2016-12-13,0.23510000000000017
2016-12-14,1.8146
2016-12-15,-3.4429999999999996
2016-12-16,-3.4774000000000003
2016-12-17,-4.9075
2016-12-18,-2.0038
2016-12-19,-0.4018999999999999
2016-12-20,-4.371300000000001
2016-12-21,-0.3618999999999998
2016-12-22,1.5955000000000001
2016-12-23,-2.9204999999999997
2016-12-24,0.9505999999999999
2016-12-25,-1.7214
2016-12-26,0.6801000000000001
2016-12-27,-0.11719999999999975
2016-12-28,-1.7274
2016-12-29,-0.28219999999999995
2016-12-30,0.6944000000000001
2016-12-31,0.9239000000000002
2017-01-01,-1.7894
2017-01-02,-3.535
2017-01-03,-3.8518999999999997
2017-01-04,0.8929
2017-01-05,-3.4707
2017-01-06,-1.6192000000000002
2017-01-07,-1.3803
2017-01-08,-0.7873999999999999
2017-01-09,-1.4147999999999998
2017-01-10,-2.1165999999999996
2017-01-11,1.4651
2017-01-12,-0.40380000000000027
2017-01-13,-1.8363
2017-01-14,-4.103
2017-01-15,-2.9031000000000002
2017-01-16,-1.2632
2017-01-17,-3.4657999999999998
2017-01-18,-3.049199999999999
2017-01-19,1.3175
2017-01-20,0.09939999999999999
2017-01-21,1.3870999999999998
2017-01-22,-0.5264
2017-01-23,-1.459
2017-01-24,-0.6714
2017-01-25,-2.8933
2017-01-26,-1.8726999999999996
2017-01-27,-2.5324999999999993
2017-01-28,-2.2322
2017-01-29,-6.997299999999999
2017-01-30,-1.2257000000000002
2017-01-31,-1.0738
2017-02-01,-0.5946999999999998
2017-02-02,0.9516
2017-02-03,1.4352000000000005
2017-02-04,-2.8226
2017-02-05,-0.2638999999999995
2017-02-06,-0.34399999999999986
2017-02-07,-3.1122000000000005
2017-02-08,-2.144
2017-02-09,-1.6574
2017-02-10,-5.1122
2017-02-11,-1.5086999999999997
2017-02-12,-2.7371000000000003
2017-02-13,-2.7578000000000005
2017-02-14,-0.16069999999999984
2017-02-15,-0.8112
2017-02-16,-2.4071999999999996
2017-02-17,-2.4322999999999997
2017-02-18,-1.4622000000000002
2017-02-19,-2.13
2017-02-20,-0.19260000000000005
2017-02-21,-2.7642
2017-02-22,-2.0692000000000004
2017-02-23,-5.6801
2017-02-24,0.7343000000000007
2017-02-25,-0.6836999999999999
2017-02-26,-2.7925999999999997
2017-02-27,-0.026999999999999635
2017-02-28,-2.7754
2017-03-01,-1.2445
2017-03-02,-2.2258000000000004
2017-03-03,-5.1421
2017-03-04,-2.4296
2017-03-05,-2.1046
2017-03-06,-0.43040000000000017
2017-03-07,-1.0003999999999997
2017-03-08,2.4034
2017-03-09,-5.180899999999999
2017-03-10,-1.3934000000000002
2017-03-11,-0.31289999999999996
2017-03-12,-1.7651
2017-03-13,-1.5249000000000001
2017-03-14,-1.4815999999999998
2017-03-15,-3.1307
2017-03-16,-4.0534
2017-03-17,-1.0336000000000003
2017-03-18,-2.4821000000000004
2017-03-19,2.1141
2017-03-20,-1.9249
2017-03-21,-2.2677
2017-03-22,-3.0852
2017-03-23,-4.3296
2017-03-24,1.0676999999999999
2017-03-25,-0.9942000000000006
2017-03-26,-1.9961000000000007
2017-03-27,2.7874
2017-03-28,0.1938999999999999
2017-03-29,-1.1177
2017-03-30,-3.3829000000000002
2017-03-31,-2.8983000000000008
2017-04-01,-1.1080999999999996
2017-04-02,-0.843
2017-04-03,-1.2102
2017-04-04,-2.4964
2017-04-05,-1.5094999999999998
2017-04-06,-2.5543000000000005
2017-04-07,-4.451600000000001
2017-04-08,-4.3338
2017-04-09,-3.2089
2017-04-10,-1.7651999999999999
2017-04-11,0.19599999999999984
2017-04-12,-0.8013999999999999
2017-04-13,-0.6950999999999999
2017-04-14,-1.9376999999999995
2017-04-15,-3.1317000000000004
2017-04-16,-1.4585
2017-04-17,-0.9364999999999999
2017-04-18,-1.2349
2017-04-19,-0.06730000000000003
2017-04-20,-0.7615999999999997
2017-04-21,-2.0903
2017-04-22,-1.4138000000000002
2017-04-23,-0.16069999999999995
2017-04-24,-2.5949000000000004
2017-04-25,-1.6442000000000003
2017-04-26,1.7038000000000002
2017-04-27,-0.4556999999999999
2017-04-28,-3.1501
2017-04-29,-0.0482999999999999
2017-04-30,-3.0357000000000003
2017-05-01,-5.161499999999999
2017-05-02,-2.8311999999999995
2017-05-03,-0.8224999999999999
2017-05-04,0.35030000000000017
2017-05-05,-3.5740999999999996
2017-05-06,1.5704999999999998
2017-05-07,-1.7381999999999997
2017-05-08,-1.5856000000000001
2017-05-09,-3.4686999999999992
2017-05-10,-5.549799999999999
2017-05-11,-2.252
2017-05-12,-2.5444999999999998
2017-05-13,0.34569999999999973
2017-05-14,-5.0213
2017-05-15,-2.0910999999999995
2017-05-16,-0.4325
2017-05-17,-0.9561999999999999
2017-05-18,-2.3312
2017-05-19,0.21219999999999994
2017-05-20,-1.435
2017-05-21,-4.167700000000001
2017-05-22,-2.4932
2017-05-23,-5.5283
2017-05-24,-0.9842000000000001
2017-05-25,-2.0132999999999996
2017-05-26,-3.1381999999999994
2017-05-27,-0.7696999999999998
2017-05-28,-1.9721000000000002
2017-05-29,-3.1859
2017-05-30,-2.8995
2017-05-31,-0.8652
2017-06-01,-1.9579000000000002
2017-06-02,-1.7197
2017-06-03,-0.9017999999999997
2017-06-04,0.8258000000000003
2017-06-05,-5.203200000000001
2017-06-06,0.9649
2017-06-07,1.4985000000000002
2017-06-08,-2.1445999999999996
2017-06-09,-2.5271000000000003
2017-06-10,-0.9820000000000002
2017-06-11,-2.5656
2017-06-12,-2.2012
2017-06-13,-2.9307
2017-06-14,-1.6432000000000002
2017-06-15,-1.9217
2017-06-16,-3.821
2017-06-17,1.3558999999999999
2017-06-18,-2.5729999999999995
2017-06-19,-3.9818
2017-06-20,-4.2625
2017-06-21,-0.8859999999999999
2017-06-22,-5.012600000000001
2017-06-23,-2.0204
2017-06-24,-2.6982999999999997
2017-06-25,0.19769999999999993
2017-06-26,-2.4525000000000006
2017-06-27,-0.30730000000000013
2017-06-28,0.10130000000000011
2017-06-29,-1.6556999999999995
2017-06-30,-4.2764999999999995
2017-07-01,-3.5431
2017-07-02,-0.044699999999999906
2017-07-03,0.6992999999999994
2017-07-04,0.20629999999999987
2017-07-05,0.1611999999999999
2017-07-06,-2.0968999999999998
