Date,Price,Change,Direction,Lag 1 Price,Lag 2 Price,Lag 5 Price,Lag 1 Change,Lag 1 Direction,Lag 1 Significant,Lag 2 Change,Lag 2 Direction,Lag 2 Significant,Lag 5 Change,Lag 5 Direction,Lag 5 Significant
2017-10-12,76.49,0.0017024620220009725,1,77.59,77.42,77.42,0.014380964832004297,1,1,0.01215845208523999,1,1,0.01215845208523999,1,1
2017-10-13,77.59,0.01438096483200435,1,77.42,77.47,77.47,-0.0021910039953602486,-1,0,-0.001546591055548454,-1,0,-0.001546591055548454,-1,0
2017-10-16,77.42,-0.002191003995360208,-1,77.47,77.67,77.67,0.0006458279514337013,1,0,0.0032291397571686904,1,0,0.0032291397571686904,1,0
2017-10-17,77.47,0.0006458279514336418,1,77.67,77.57,77.57,0.002581644507551347,1,0,0.0012908222537755818,1,0,0.0012908222537755818,1,0
2017-10-18,77.67,0.002581644507551273,1,77.57,78.32,78.32,-0.0012874983906271216,-1,0,0.008368739539075467,1,0,0.008368739539075467,1,0
2017-10-19,77.57,-0.0012874983906271398,-1,78.32,78.99,78.99,0.009668686347814879,1,0,0.01830604615186286,1,1,0.01830604615186286,1,1
2017-10-20,78.32,0.009668686347814814,1,78.99,78.9,78.9,0.008554647599591443,1,0,0.007405515832482285,1,0,0.007405515832482285,1,0
2017-10-23,78.99,0.008554647599591458,1,78.9,78.58,78.58,-0.0011393847322444513,-1,0,-0.005190530446891969,-1,0,-0.005190530446891969,-1,0
2017-10-24,78.9,-0.0011393847322443973,-1,78.58,79.2,79.2,-0.004055766793409472,-1,0,0.0038022813688212563,1,0,0.0038022813688212563,1,0
2017-10-25,78.58,-0.0040557667934094654,-1,79.2,84.37,84.37,0.007890048358360964,1,0,0.07368287095953177,1,1,0.07368287095953177,1,1
2017-10-26,79.2,0.007890048358361046,1,84.37,83.7,83.7,0.0652777777777778,1,1,0.056818181818181816,1,1,0.056818181818181816,1,1
2017-10-27,84.37,0.06527777777777778,1,83.7,84.36,84.36,-0.007941211331041859,-1,0,-0.00011852554225441644,-1,0,-0.00011852554225441644,-1,0
2017-10-30,83.7,-0.007941211331041864,-1,84.36,83.68,83.68,0.007885304659498167,1,0,-0.0002389486260453527,-1,0,-0.0002389486260453527,-1,0
2017-10-31,84.36,0.007885304659498216,1,83.68,83.35,83.35,-0.0080606922712185,-1,0,-0.01197249881460414,-1,-1,-0.01197249881460414,-1,-1
2017-11-01,83.68,-0.008060692271218528,-1,83.35,84.08,84.08,-0.003943594646271659,-1,0,0.004780114722753244,1,0,0.004780114722753244,1,0
2017-11-02,83.35,-0.0039435946462716975,-1,84.08,84.2,84.2,0.008758248350329982,1,0,0.010197960407918519,1,1,0.010197960407918519,1,1
2017-11-03,84.08,0.0087582483503299,1,84.2,84.77,84.77,0.001427212178877314,1,0,0.008206470028544216,1,0,0.008206470028544216,1,0
2017-11-06,84.2,0.0014272121788774241,1,84.77,84.14,84.14,0.006769596199524859,1,0,-0.0007125890736342312,-1,0,-0.0007125890736342312,-1,0
2017-11-07,84.77,0.0067695961995248854,1,84.14,84.11,84.11,-0.007431874483897552,-1,0,-0.0077857732688450705,-1,0,-0.0077857732688450705,-1,0
