Date,author,content,number_of_likes,number_of_shares
2011-10-19,jtimberlake,"In case you missed it, check out the @Freesol video premiere...pass it on!! http://t.co/GUaDOHRj #RoleModel",46,205
2011-10-20,jtimberlake,Still want to go to the #InTimePremiere? 100 tickets will be given away at the event tomorrow...Regency Village Theatre in Westwood @ 3pm.,46,130
2011-10-20,jtimberlake,"RT @RyanSeacrest: Song is ""fascinated"" by @FreeSol ft. @jtimberlake & @Timbaland - love this track, what u think?? http://t.co/02q9OV2n",139,283
2011-10-26,jtimberlake,Time for another Twitter Q&A...reply with your questions and #InTime. I'll start answering them Friday @ 7:30pm ET/4:30pm PT.,61,228
2011-10-27,jtimberlake,"RT @jimmykimmel: Tonight on #JKL @JTimberlake #InTime, Rebecca Romijn & music from @TheFray",35,121
2011-10-28,jtimberlake,.@InTimeMovie is out and the Twitter Q&A is tonight @ 7:30pm ET! Send me your questions with #InTime now.,39,172
2011-10-28,jtimberlake,One hour to go...reply with your questions and #InTime now. Be creative!,26,110
2011-10-28,jtimberlake,Showtime! #InTime,36,149
2011-10-28,jtimberlake,RT @rockerpoet77 @jtimberlake What was your favorite part of doing this film? #InTime,15,25
2011-10-28,jtimberlake,RT @jaycie_alanna @jtimberlake How does promoting a movie compare to promoting an album? #InTime,19,27
2011-10-28,jtimberlake,A lot of fun making this movie...it would be the action sequences and working with great actors. #InTime,27,72
2011-10-28,jtimberlake,"They are both equally grueling schedules, but you go on tour after promoting an album. Promoting music is twice as hard. #InTime",27,57
2011-10-28,jtimberlake,RT @alygrl6983 @jtimberlake What is your favorite holiday dessert?...mine is pumpkin pie!:) #InTime,21,25
2011-10-28,jtimberlake,Pumpkin pie... especially with it's made with cinnamon and nutmeg. And can't forget the eggnog! #InTime @alygrl6983,40,62
2011-10-28,jtimberlake,RT @ms_alyona @jtimberlake Just watched this movie! Amazing! If you had one day left how would you spent it? #InTime,21,30
2011-10-28,jtimberlake,"Thank you, glad you liked it! I would probably spend it with my family. #InTime @ms_alyona",24,33
2011-10-28,jtimberlake,RT @SoFabulousx7 @jtimberlake which actors inspire you? #InTime I love you(:,18,23
2011-10-28,jtimberlake,"Brando, Nicholson, Redford, Newman, Hanks, Sellers and the list goes on and on. #InTime  @SoFabulousx7",26,33
2011-10-28,jtimberlake,"RT @AdrianJCh @jtimberlake, for you, What represent the phrase: ""Every second counts"" in your real life? #InTime Greetings from Madrid :)",20,24
2011-10-28,jtimberlake,"Ola Madrid! Living life to the fullest, newest adventures and appreciating what you have. #InTime @AdrianJCh",29,72
2011-10-28,jtimberlake,RT @Quilakiss how are you answering the questions? in PJs? on a plane? At your restaurant? I would like some specifics please & ty! #InTime,28,30
2011-10-28,jtimberlake,"While I'm eating a burger and fries, watching Game 7 and wondering if you guys are going to see the movie. And I'm not in my PJs. #InTime",43,113
2011-10-28,jtimberlake,RT @ericamendez @jtimberlake if you could go back #InTime relive one moment in your life what would it be? And would you change it?,21,33
2011-10-28,jtimberlake,"Sounds cliched, but we learn from everything good and bad. You have to have the bad to appreciate the good. #InTime @ericamendez",73,241
2011-10-28,jtimberlake,RT @@dieKARIN Do you already have a costume for Halloween? What is it? @jtimberlake @InTimeMovie #InTime,20,29
2011-10-28,jtimberlake,Still working on that one...got any good ideas? #InTime  @dieKARIN,20,26
2011-10-28,jtimberlake,RT @mjwoods16 @jtimberlake what's you're lowest round of golf #InTime,18,20
2011-10-28,jtimberlake,A par round. #InTime @mjwoods16,19,21
2011-10-28,jtimberlake,RT @sexxystarr1009 @JTimberlake what kind of movie would you want to do next? #InTime,16,21
2011-10-28,jtimberlake,"I'm not sure. Why, you got a good screenplay? #InTime @sexxystarr1009",23,29
2011-10-28,jtimberlake,RT @OriginOfGeorgia @jtimberlake What is it that interested you about #intime,19,23
2011-10-28,jtimberlake,"The concept, the writer/director, the actors and seemed like a really cool project to get lost in. #InTime @OriginOfGeorgia",23,34
2011-10-28,jtimberlake,RT @AshActually @jtimberlake how depressed are you that there's no NBA through at least November? #InTime,12,27
