Date,author,content,number_of_likes,number_of_shares,sentiment_score,heuristic_score
2015-03-12,KimKardashian,Tune into live stream again to see what happens LOLZ,2263,397,0.6633,0.6633
2015-03-12,KimKardashian,Beauty Lovers....my friend Sarah is launching a cool beauty shopping experience! Go to @vainitebeauty https://t.co/5LeCw7BUq6,1777,316,0.9245,0.9245
2015-04-07,KimKardashian,The struggle is real! We cannot go out of the house like this!!! LOL http://t.co/OmkQ5fkgk0,27852,7502,0.7604,0.7604
2015-04-07,KimKardashian,We compromised http://t.co/YQvx5Av6Cy,21131,4831,0.0,0.0
2015-04-07,KimKardashian,Happy 4th of July! http://t.co/o1RrnJKIqh,19284,10166,0.6114,0.6114
2015-04-07,KimKardashian,Happy 4th of July!!! 🇺🇸💥🎉 http://t.co/WY1L7lq3QW,32746,9909,0.6784,0.6784
2015-04-08,KimKardashian,Beignets All Day.... Round 1 http://t.co/kjM82n0UQ5,12068,2724,0.0,0.0
2015-04-08,KimKardashian,New Orleans Nights http://t.co/w9a8nTDs3R,7261,1784,0.0,0.0
2015-04-08,KimKardashian,Of course had to see @rockie91 🎭🃏 http://t.co/FMHBMAsi62,5248,886,0.0,0.0
2015-04-08,KimKardashian,Bff's Takes New Orleans http://t.co/U0XTjbbvmZ,10096,1767,0.0,0.0
2015-04-08,KimKardashian,@MyleezaKardash all of them!!!! LOL Happy Birthday!!!! See you soon!!!!,1332,313,0.8556,0.8556
2015-04-08,KimKardashian,You have always been so real &amp; supportive! Your tweets light up my day!!! Love you forever doll @MyleezaKardash,4021,778,0.833,0.833
2015-04-08,KimKardashian,Happy Birthday @MyleezaKardash I'm so thankful to spend your 21st birthday with you here in New Orleans! http://t.co/wfupuVKlwr,6481,1452,0.8668,0.8668
2015-04-08,KimKardashian,Worth every bite! #NOLA http://t.co/vmBEUUXc67,7943,1761,0.2942,0.2942
2015-04-08,KimKardashian,I had such a fun trip hanging w @MyleezaKardash for her birthday! I can't wait to meet more of my fave dolls soon! I love you all the same!,4298,832,0.9107,0.9107
2015-04-08,KimKardashian,When I said @MyleezaKardash was my fave I meant it because you are all my favorites!!!! I love you all the same!,4215,814,0.8507,0.8507
2015-04-08,KimKardashian,I see all of the tweets &amp; instagrams whether I follow u or not! They give me life!!!! I didn't mean to offend anyone by calling her my fave,7602,1294,0.7146,0.7146
2015-04-08,KimKardashian,Every doll is my favorite!!!! Love you guys soooo much!!!!,8981,2163,0.7482,0.7482
2015-04-09,KimKardashian,#FBF COMPLEX SHOOT 2009 love this shoot so much had to post about it twice this week http://t.co/Tje29EzBAN,8698,1693,-0.1737,-0.1737
2015-04-10,KimKardashian,I did a make up and hair tutorial today that I can't wait to show u on my app! http://t.co/wwTGmX8fya,3928,765,0.0,0.0
2015-04-10,KimKardashian,For the tutorial today @makeupbyariel did a clean day look then with a few easy steps took it to a night look! http://t.co/yqi4wJXXD2,4197,789,0.7088,0.7088
2015-04-10,KimKardashian,"For the hair tutorial @michaelsilvahair did my sleek side part low pony tail, slicked w @kbeautyhair black seed oil http://t.co/iCYpvO2nVZ",3290,676,-0.2732,-0.2732
