Date,sentiment_score,heuristic_score
2016-12-12,-0.1687,-0.08704943937418515
2016-12-13,-0.08325833333333331,0.004625413711583925
2016-12-14,-0.10424545454545453,0.0283872532380527
2016-12-15,-0.29648823529411766,-0.35463308955223877
2016-12-16,-0.3519304347826087,-0.22998610826677587
2016-12-19,-0.3222416666666667,-0.11177169440807931
2016-12-20,-0.4058888888888889,-0.34743051699859184
2016-12-21,-0.39102222222222227,-0.34045195118587973
2016-12-22,0.0940857142857143,0.10955313971742542
2016-12-23,-0.1673,-0.09709988067395355
2016-12-26,-0.6239333333333333,-0.5027497494217426
2016-12-27,-0.11141000000000001,-0.20317403474903473
2016-12-28,-0.17633000000000001,-0.1983097648465524
2016-12-29,-0.01867692307692307,-0.013707215477248038
2016-12-30,-0.33091111111111116,-0.30689242078779777
