Date,author,content,number_of_likes,number_of_shares
2015-11-25,instagram,Photographer @simona_ghizzoni’s #uncutproject aims to help victims of FGM feel seen https://t.co/sxp7X1Qz1K https://t.co/pcg5eN904L,2764,555
2015-11-25,instagram,"Celebration, reflection and lots of light: exploring #loykrathong in SE Asia https://t.co/vGSN2o2PWF https://t.co/4X3cPOEePT",3486,748
2015-11-26,instagram,Ready for an epic Thanksgiving? Join our celebration on Explore (in the US). Share your day with #IGThanksgiving! https://t.co/1x3juDl4Yk,2156,437
2015-11-26,instagram,#whoifollow with @MarthaStewart #IGThanksgiving https://t.co/9QH1kQf3Iz https://t.co/2Y4FRLzZMY,2189,430
2015-11-26,instagram,"🦃 Happy Thanksgiving! In the US, tap Explore to see how we’re celebrating. Share your videos with #IGThanksgiving.",3145,700
2015-11-27,instagram,"Grab a seat at our Thanksgiving table. If you’re in the US, tap Explore to celebrate with us! #IGThanksgiving",2296,411
2015-11-27,instagram,Desserts that you can eat with your eyes with @CocinadCarolina https://t.co/OzFXjiiId6 https://t.co/swQfK3mFrV,2398,562
2015-11-27,instagram,"“I try to photograph things that you can eat with your eyes, through the colors, with my style.” —@CocinadCarolina",2932,647
2015-11-27,instagram,Searching for hidden stories in the side streets of Cairo with @nourikam https://t.co/X5DO9mzzVU https://t.co/9VNveJwgnu,2384,452
2015-11-27,instagram,"Participate in this weekend’s hashtag project: #WHPhandmade 
https://t.co/tZFUkEHthV https://t.co/14UnfyPWTM",2776,515
2015-11-27,instagram,"Exploding into the air with Jacob Jonas The Company
https://t.co/TbNy4wi64m https://t.co/SIycjZCdzQ",2600,538
2015-11-27,instagram,“Encourage your friends to just go jump or do a dance pose. You don’t have to be a professional dancer to shoot dance.” —Jacob Jonas,2782,689
2015-11-27,instagram,Discovering what being wealthy is really about with @paulinhohopp https://t.co/L56F66lCBb https://t.co/sXiHF9y7dP,2180,469
2015-11-27,instagram,"The Week on Instagram | 211 
https://t.co/E43HnDihCD https://t.co/as0pzEJi99",2855,505
2015-11-27,instagram,Capturing the @AtlantaFalcons’ game day experience with photographer @kevindliles https://t.co/ZQrpbCTn8m https://t.co/8EtUA0ZwgI,1871,367
2015-11-27,instagram,"“Everything I do, I just try to tell stories.” —photographer @kevindliles",2267,561
2015-11-30,instagram,"With @streetmusicmap, @BacchieriDaniel wants to create the world’s best network of street musicians https://t.co/zESH1VjsVP",2375,453
2015-11-30,instagram,"Featured submissions from this weekend’s hashtag project: #WHPhandmade
https://t.co/GfdbOVpy41 https://t.co/CORHAvUMQM",2631,487
2015-12-11,instagram,All-American stories with @Bruce_Weber https://t.co/AlGyZ2T0zg https://t.co/SRNmpSTFLa,2357,446
2015-12-11,instagram,"Visiting the re-emerged flood town of Epecuén, Argentina
https://t.co/EB4mn3Lz8t",1924,394
2015-12-11,instagram,"“Bricks, knocked down structures, tree roots, streets without destination. You can feel a mix of nostalgia and sadness.” —@cremetoursBA",2410,508
2015-12-11,instagram,"Embracing the anti-selfie with @pepedsgn 
https://t.co/7qN7fNYTAy https://t.co/zHyG7TJpKK",2764,948
